MSE,RMSE,MAE,R2,Explained_Variance,MAPE,Accuracy,Directional_Accuracy
161594652.94351965,12711.988551895398,10191.65246615293,0.589555868258367,0.6370327205242909,23.660437223748673,76.33956277625133,50.75034106412005
