MSE,RMSE,MAE,R2,Explained_Variance,MAPE,Accuracy,Directional_Accuracy
95067250.61762683,9750.243618373175,7045.260126181454,0.7585554529121301,0.8114370658540981,15.150340498145834,84.84965950185416,0.0
