MSE,RMSE,MAE,R2,Explained_Variance,MAPE,Accuracy,Directional_Accuracy
53790828.16325047,7334.223078366956,4434.050835799131,0.8633637463960968,0.8819901620568076,8.335038556366104,91.6649614436339,49.113233287858115
