MSE,RMSE,MAE,R2,Explained_Variance,MAPE,Accuracy,Directional_Accuracy
99939778.6825489,9996.98848066501,6379.134385111546,0.746168244083787,0.7990213669785934,11.290207353252892,88.7097926467471,48.97680763983629
