MSE,RMSE,MAE,R2,Explained_Variance,MAPE,Accuracy,Directional_Accuracy
107119960.01710664,10349.877294785027,7973.73896244891,0.7279629761097179,0.7613057615993137,17.972350647816626,82.02764935218337,49.79536152796726
